word,count,tf
delhaize,1259,0.011166594233105981
ahold,1229,0.010900511765279786
million,686,0.006084419097625657
financial,671,0.00595137786371256
performance,573,0.0050821751354803235
company,571,0.0050644363042919105
board,508,0.0045056631218569005
business,486,0.004310535978784358
income,484,0.004292797147595945
us,461,0.004088800588929195
annual,448,0.003973498186204511
management,446,0.003955759355016098
report,428,0.003796109874320381
shares,417,0.0036985463027841095
sustainability,398,0.0035300274064941862
governance,376,0.003334900263421643
review,372,0.003299422601044817
assets,331,0.0029357765616823506
cash,330,0.002926907146088144
world,318,0.0028204741589576664
continued,310,0.0027495188342040143
around,309,0.002740649418609808
sales,306,0.0027140411718271883
investors,302,0.0026785635094503622
statements,297,0.0026342164314793297
net,294,0.00260760818469671
total,292,0.002589869353508297
value,291,0.0025809999379140906
financials,289,0.002563261106725678
information,270,0.0023947422104357544
food,255,0.0022617009765226567
year,253,0.0022439621453342437
operating,251,0.002226223314145831
stores,244,0.0021641374049863856
tax,242,0.0021463985737979726
group,225,0.001995618508696462
supervisory,224,0.0019867490931022554
consolidated,223,0.001977879677508049
share,223,0.001977879677508049
brands,218,0.0019335325995370166
liabilities,216,0.0019157937683486035
related,211,0.001871446690377571
plan,197,0.00174727487205868
operations,192,0.0017029277940876475
customers,191,0.001694058378493441
risk,189,0.001676319547305028
shareholders,186,0.0016497113005224085
committee,185,0.001640841884928202
number,185,0.001640841884928202
sustainable,181,0.0016053642225513762
notes,177,0.0015698865601745501
amount,174,0.0015432783133919306
local,170,0.0015078006510151046
january,167,0.001481192404232485
products,166,0.0014723229886382785
associates,164,0.0014545841574498657
current,163,0.0014457147418556592
december,159,0.0014102370794788332
rate,155,0.0013747594171020072
fair,155,0.0013747594171020072
audit,154,0.0013658900015078006
based,151,0.0013392817547251811
data,151,0.0013392817547251811
netherlands,150,0.0013304123391309746
may,150,0.0013304123391309746
interest,148,0.0013126735079425616
common,145,0.0012860652611599423
including,141,0.0012505875987831162
underlying,138,0.0012239793520004967
see,135,0.0011973711052178772
plans,134,0.0011885016896236707
member,133,0.0011796322740294642
also,132,0.0011707628584352577
recognized,130,0.0011530240272468446
market,128,0.0011352851960584316
per,127,0.0011264157804642251
lease,126,0.0011175463648700186
members,126,0.0011175463648700186
date,124,0.0010998075336816058
financing,121,0.0010731992868989863
new,121,0.0010731992868989863
executive,120,0.0010643298713047798
capital,120,0.0010643298713047798
usa,120,0.0010643298713047798
costs,119,0.0010554604557105733
note,118,0.0010465910401163668
included,118,0.0010465910401163668
belgium,117,0.0010377216245221602
global,116,0.0010288522089279537
changes,115,0.0010199827933337472
program,115,0.0010199827933337472
remuneration,114,0.0010111133777395407
years,113,0.0010022439621453342
dutch,112,0.0009933745465511277
significant,112,0.0009933745465511277
held,111,0.0009845051309569212
meeting,110,0.0009756357153627148
general,110,0.0009756357153627148
grant,110,0.0009756357153627148
growth,109,0.0009667662997685083
pension,109,0.0009667662997685083
finance,108,0.0009578968841743018
preferred,108,0.0009578968841743018
waste,107,0.0009490274685800953
basis,106,0.0009401580529858888
cumulative,106,0.0009401580529858888
better,105,0.0009312886373916822
support,105,0.0009312886373916822
part,105,0.0009312886373916822
strategy,103,0.0009135498062032692
sale,103,0.0009135498062032692
period,102,0.0009046803906090627
rates,101,0.0008958109750148563
due,101,0.0008958109750148563
one,100,0.0008869415594206498
needs,100,0.0008869415594206498
reporting,100,0.0008869415594206498
future,100,0.0008869415594206498
impact,99,0.0008780721438264433
cost,99,0.0008780721438264433
key,98,0.0008692027282322368
exchange,98,0.0008692027282322368
instruments,97,0.0008603333126380303
merger,96,0.0008514638970438238
losses,95,0.0008425944814496173
retail,95,0.0008425944814496173
benefit,94,0.0008337250658554108
leases,93,0.0008248556502612042
retailing,92,0.0008159862346669977
following,92,0.0008159862346669977
required,91,0.0008071168190727913
pro,90,0.0007982474034785848
joint,90,0.0007982474034785848
forma,89,0.0007893779878843783
balance,89,0.0007893779878843783
corporate,89,0.0007893779878843783
defined,89,0.0007893779878843783
online,88,0.0007805085722901718
risks,87,0.0007716391566959653
time,87,0.0007716391566959653
expenses,86,0.0007627697411017588
loss,85,0.0007539003255075523
statement,85,0.0007539003255075523
impairment,84,0.0007450309099133458
customer,84,0.0007450309099133458
taxes,84,0.0007450309099133458
benefits,84,0.0007450309099133458
ownbrand,83,0.0007361614943191393
response,83,0.0007361614943191393
accounting,83,0.0007361614943191393
ceo,82,0.0007272920787249329
approach,82,0.0007272920787249329
addition,82,0.0007272920787249329
results,81,0.0007184226631307264
equity,81,0.0007184226631307264
deferred,81,0.0007184226631307264
material,81,0.0007184226631307264
property,80,0.0007095532475365198
united,80,0.0007095532475365198
average,80,0.0007095532475365198
change,80,0.0007095532475365198
include,79,0.0007006838319423133
price,77,0.0006829450007539003
investment,77,0.0006829450007539003
businesses,77,0.0006829450007539003
states,76,0.0006740755851596938
using,76,0.0006740755851596938
certain,76,0.0006740755851596938
result,76,0.0006740755851596938
made,76,0.0006740755851596938
continuing,76,0.0006740755851596938
additional,76,0.0006740755851596938
salary,75,0.0006652061695654873
credit,75,0.0006652061695654873
chief,75,0.0006652061695654873
officer,75,0.0006652061695654873
subsidiaries,74,0.0006563367539712808
asset,74,0.0006563367539712808
percentage,74,0.0006563367539712808
stakeholder,74,0.0006563367539712808
albert,73,0.0006474673383770743
within,73,0.0006474673383770743
emissions,72,0.0006385979227828679
europe,72,0.0006385979227828679
noncurrent,71,0.0006297285071886614
legal,70,0.0006208590915944549
flows,70,0.0006208590915944549
items,69,0.0006119896760002484
