word,count,tf
corbion,488,0.011426965765934528
financial,312,0.007305764997892567
board,204,0.00477684634477591
value,201,0.004706598604411558
total,200,0.004683182690956775
report,196,0.004589519037137639
management,192,0.004495855383318504
statements,183,0.004285112162225448
assets,178,0.004168032594951529
annual,172,0.004027537114222826
million,159,0.0037231302393106354
tax,158,0.0036997143258558516
cash,139,0.003254811970214958
company,131,0.003067484662576687
business,125,0.002926989181847984
shares,122,0.002856741441483632
performance,113,0.0026459982203905774
sustainability,110,0.0025757504800262257
net,109,0.002552334566571442
share,107,0.002505502739661874
group,102,0.002388423172387955
income,102,0.002388423172387955
risk,100,0.0023415913454783873
consolidated,97,0.0022713436051140356
audit,92,0.002154264037840116
supervisory,91,0.002130848124385332
biobased,91,0.002130848124385332
result,91,0.002130848124385332
statement,89,0.0020840162974757647
ebitda,83,0.0019435208167470613
costs,82,0.0019201049032922775
code,78,0.0018264412494731418
year,78,0.0018264412494731418
liabilities,78,0.0018264412494731418
committee,77,0.001803025336018358
fair,76,0.0017796094225635741
capital,75,0.0017561935091087904
recognized,72,0.0016859457687444387
rate,72,0.0016859457687444387
based,72,0.0016859457687444387
operations,70,0.001639113941834871
equity,69,0.0016156980283800872
oneoff,68,0.0015922821149253032
food,67,0.0015688662014705194
interest,67,0.0015688662014705194
sales,66,0.0015454502880157355
materials,64,0.0014986184611061677
items,64,0.0014986184611061677
raw,64,0.0014986184611061677
impact,64,0.0014986184611061677
operating,64,0.0014986184611061677
impairment,63,0.001475202547651384
information,63,0.001475202547651384
december,62,0.0014517866341966
number,62,0.0014517866341966
fixed,62,0.0014517866341966
strategy,61,0.001428370720741816
dividend,60,0.0014049548072870323
taxes,59,0.0013815388938322483
per,59,0.0013815388938322483
may,59,0.0013815388938322483
ordinary,58,0.0013581229803774646
part,58,0.0013581229803774646
current,57,0.0013347070669226806
growth,56,0.0013112911534678968
reporting,56,0.0013112911534678968
remuneration,55,0.0012878752400131129
notes,55,0.0012878752400131129
benefits,54,0.001264459326558329
market,54,0.001264459326558329
years,53,0.0012410434131035451
production,53,0.0012410434131035451
including,53,0.0012410434131035451
amount,53,0.0012410434131035451
joint,52,0.0012176274996487614
deferred,52,0.0012176274996487614
development,52,0.0012176274996487614
euros,52,0.0012176274996487614
members,52,0.0012176274996487614
position,52,0.0012176274996487614
plant,51,0.0011942115861939774
acid,50,0.0011707956727391936
governance,50,0.0011707956727391936
shareholders,50,0.0011707956727391936
plan,50,0.0011707956727391936
risks,50,0.0011707956727391936
environmental,49,0.0011473797592844097
ingredients,49,0.0011473797592844097
defined,49,0.0011473797592844097
us,48,0.001123963845829626
currency,48,0.001123963845829626
pla,48,0.001123963845829626
exchange,48,0.001123963845829626
flow,47,0.001100547932374842
profit,47,0.001100547932374842
basis,47,0.001100547932374842
waste,47,0.001100547932374842
customers,46,0.001077132018920058
related,46,0.001077132018920058
receivables,46,0.001077132018920058
excluding,45,0.0010537161054652742
date,44,0.0010303001920104902
average,44,0.0010303001920104902
hedge,44,0.0010303001920104902
new,44,0.0010303001920104902
changes,43,0.0010068842785557065
cost,43,0.0010068842785557065
asset,43,0.0010068842785557065
benefit,42,0.0009834683651009225
use,42,0.0009834683651009225
foreign,41,0.0009600524516461388
meeting,41,0.0009600524516461388
future,41,0.0009600524516461388
price,40,0.0009366365381913549
general,40,0.0009366365381913549
products,40,0.0009366365381913549
g,39,0.0009132206247365709
loss,39,0.0009132206247365709
sustainable,39,0.0009132206247365709
member,39,0.0009132206247365709
global,39,0.0009132206247365709
companies,38,0.0008898047112817871
chairman,38,0.0008898047112817871
level,38,0.0008898047112817871
employees,38,0.0008898047112817871
results,37,0.0008663887978270032
balance,37,0.0008663887978270032
investment,37,0.0008663887978270032
used,37,0.0008663887978270032
due,37,0.0008663887978270032
using,37,0.0008663887978270032
key,37,0.0008663887978270032
base,37,0.0008663887978270032
target,36,0.0008429728843722193
nv,36,0.0008429728843722193
policy,36,0.0008429728843722193
corporate,35,0.0008195569709174355
rights,35,0.0008195569709174355
book,35,0.0008195569709174355
sale,35,0.0008195569709174355
process,35,0.0008195569709174355
control,35,0.0008195569709174355
material,35,0.0008195569709174355
plans,34,0.0007961410574626516
activities,34,0.0007961410574626516
netherlands,34,0.0007961410574626516
innovations,34,0.0007961410574626516
also,34,0.0007961410574626516
pension,34,0.0007961410574626516
significant,33,0.0007727251440078677
january,33,0.0007727251440078677
responsible,33,0.0007727251440078677
longterm,33,0.0007727251440078677
reserve,33,0.0007727251440078677
time,33,0.0007727251440078677
technology,32,0.0007493092305530839
program,32,0.0007493092305530839
safety,32,0.0007493092305530839
product,32,0.0007493092305530839
salary,31,0.0007258933170983
biochemicals,31,0.0007258933170983
expected,31,0.0007258933170983
respect,31,0.0007258933170983
differences,31,0.0007258933170983
solutions,31,0.0007258933170983
customer,31,0.0007258933170983
provisions,31,0.0007258933170983
held,31,0.0007258933170983
supply,31,0.0007258933170983
sugar,30,0.0007024774036435161
first,30,0.0007024774036435161
movements,30,0.0007024774036435161
expenses,30,0.0007024774036435161
sheet,29,0.0006790614901887323
data,29,0.0006790614901887323
de,29,0.0006790614901887323
portfolio,29,0.0006790614901887323
included,29,0.0006790614901887323
innovation,28,0.0006556455767339484
increased,28,0.0006556455767339484
thailand,28,0.0006556455767339484
period,28,0.0006556455767339484
external,28,0.0006556455767339484
legal,28,0.0006556455767339484
assumptions,28,0.0006556455767339484
financing,28,0.0006556455767339484
debt,28,0.0006556455767339484
instruments,28,0.0006556455767339484
dutch,28,0.0006556455767339484
