word,count,tf,document_count,idf,tf-idf
deere,136,0.005659356664308601,1.0,2.1972245773362196,0.012434877554730384
asu,73,0.0030377429154009408,1.0,2.1972245773362196,0.0066746033933479275
wirtgen,58,0.002413549165661021,1.0,2.1972245773362196,0.005303109545399722
turf,57,0.002371936249011693,1.0,2.1972245773362196,0.005211676622203175
percent,167,0.006949357080437768,5.0,0.5877866649021191,0.0040847394215244425
opeb,40,0.001664516665973118,1.0,2.1972245773362196,0.0036573169278618775
forestry,60,0.002496774998959677,3.0,1.0986122886681098,0.002742987695896408
fasb,24,0.0009987099995838712,1.0,2.1972245773362196,0.002194390156717127
asc,23,0.0009570970829345428,1.0,2.1972245773362196,0.0021029572335205795
siteone,22,0.0009154841662852148,1.0,2.1972245773362196,0.0020115243103240323
stockholders,27,0.0011235487495318546,2.0,1.5040773967762742,0.00168990427834711
securitized,18,0.0007490324996879031,1.0,2.1972245773362196,0.001645792617537845
amends,17,0.0007074195830385751,1.0,2.1972245773362196,0.001554359694341298
luwjhq,17,0.0007074195830385751,1.0,2.1972245773362196,0.001554359694341298
securitization,32,0.0013316133327784946,3.0,1.0986122886681098,0.0014629267711447512
foxglqj,16,0.0006658066663892473,1.0,2.1972245773362196,0.0014629267711447512
dollars,84,0.003495484998543548,6.0,0.4054651081081644,0.0014172972028249264
warranty,31,0.0012900004161291664,3.0,1.0986122886681098,0.0014172103095464776
spes,19,0.0007906454163372309,2.0,1.5040773967762742,0.0011891918995775958
marketable,26,0.0010819358328825266,3.0,1.0986122886681098,0.0011886280015551102
unrealized,35,0.0014564520827264782,4.0,0.8109302162163288,0.0011810810023541052
john,25,0.001040322916233199,3.0,1.0986122886681098,0.001142911539956837
loaders,11,0.0004577420831426074,1.0,2.1972245773362196,0.0010057621551620162
unconsolidated,40,0.001664516665973118,5.0,0.5877866649021191,0.0009783806997663335
agriculture,55,0.002288710415713037,6.0,0.4054651081081644,0.0009279922161353685
amortization,36,0.0014980649993758062,5.0,0.5877866649021191,0.0008805426297897002
securitizations,14,0.0005825808330905912,2.0,1.5040773967762742,0.0008762466628466494
shipment,19,0.0007906454163372309,3.0,1.0986122886681098,0.0008686127703671958
dealers,25,0.001040322916233199,4.0,0.8109302162163288,0.0008436292873957897
weightedaverage,13,0.0005409679164412633,2.0,1.5040773967762742,0.0008136576155004604
collections,8,0.00033290333319462365,1.0,2.1972245773362196,0.0007314633855723756
conduits,8,0.00033290333319462365,1.0,2.1972245773362196,0.0007314633855723756
favorable,19,0.0007906454163372309,4.0,0.8109302162163288,0.0006411582584208
river,7,0.00029129041654529564,1.0,2.1972245773362196,0.0006400304623758286
tractors,7,0.00029129041654529564,1.0,2.1972245773362196,0.0006400304623758286
expiring,9,0.0003745162498439516,2.0,1.5040773967762742,0.0005633014261157034
performanceservice,6,0.00024967749989596773,1.0,2.1972245773362196,0.0005485975391792817
marketservice,6,0.00024967749989596773,1.0,2.1972245773362196,0.0005485975391792817
vies,6,0.00024967749989596773,1.0,2.1972245773362196,0.0005485975391792817
settlementscurtailments,6,0.00024967749989596773,1.0,2.1972245773362196,0.0005485975391792817
lifo,6,0.00024967749989596773,1.0,2.1972245773362196,0.0005485975391792817
hief,6,0.00024967749989596773,1.0,2.1972245773362196,0.0005485975391792817
affiliates,31,0.0012900004161291664,6.0,0.4054651081081644,0.0005230501581853895
canada,30,0.0012483874994798385,6.0,0.4054651081081644,0.0005061775724374737
repatriation,11,0.0004577420831426074,3.0,1.0986122886681098,0.0005028810775810081
thousand,11,0.0004577420831426074,3.0,1.0986122886681098,0.0005028810775810081
sva,8,0.00033290333319462365,2.0,1.5040773967762742,0.0005007123787695142
recognized,46,0.0019141941658690855,7.0,0.25131442828090617,0.0004810646124140353
mm,14,0.0005825808330905912,4.0,0.8109302162163288,0.00047243240094164203
shudwlqjsurw,5,0.00020806458324663972,1.0,2.1972245773362196,0.00045716461598273463
ffa,5,0.00020806458324663972,1.0,2.1972245773362196,0.00045716461598273463
sprayers,5,0.00020806458324663972,1.0,2.1972245773362196,0.00045716461598273463
unrestrictedsecuritized,5,0.00020806458324663972,1.0,2.1972245773362196,0.00045716461598273463
oroa,5,0.00020806458324663972,1.0,2.1972245773362196,0.00045716461598273463
xecutivefcer,5,0.00020806458324663972,1.0,2.1972245773362196,0.00045716461598273463
troubled,5,0.00020806458324663972,1.0,2.1972245773362196,0.00045716461598273463
modifiedretrospective,5,0.00020806458324663972,1.0,2.1972245773362196,0.00045716461598273463
samuel,5,0.00020806458324663972,1.0,2.1972245773362196,0.00045716461598273463
forage,5,0.00020806458324663972,1.0,2.1972245773362196,0.00045716461598273463
pla,5,0.00020806458324663972,1.0,2.1972245773362196,0.00045716461598273463
millions,87,0.003620323748491532,8.0,0.11778303565638346,0.00042641272115622993
realization,17,0.0007074195830385751,5.0,0.5877866649021191,0.00041581179740069173
nav,6,0.00024967749989596773,2.0,1.5040773967762742,0.00037553428407713563
precision,6,0.00024967749989596773,2.0,1.5040773967762742,0.00037553428407713563
totaled,11,0.0004577420831426074,4.0,0.8109302162163288,0.00037119688645414735
warranties,8,0.00033290333319462365,3.0,1.0986122886681098,0.0003657316927861878
std,4,0.00016645166659731182,1.0,2.1972245773362196,0.0003657316927861878
shudwlqjsurwh,4,0.00016645166659731182,1.0,2.1972245773362196,0.0003657316927861878
tractor,4,0.00016645166659731182,1.0,2.1972245773362196,0.0003657316927861878
equityventure,4,0.00016645166659731182,1.0,2.1972245773362196,0.0003657316927861878
