word,count,tf,document_count,idf,tf-idf
akzonobel,485,0.005565947875185054,5.0,1.33500106673234,0.007430546350748648
paints,139,0.0015951891848468506,1.0,2.9444389791664403,0.004696937215007807
coatings,202,0.0023181885995616092,3.0,1.8458266904983307,0.004278974390679765
specialty,192,0.0022034267877021237,6.0,1.1526795099383853,0.0025398449098335946
paint,65,0.0007459517770866566,1.0,2.9444389791664403,0.0021964094890324273
nobel,71,0.000814808864202348,2.0,2.2512917986064953,0.0018343725134106197
decorative,54,0.0006197137840412225,1.0,2.9444389791664403,0.001824709421657709
akzo,69,0.0007918565018304509,2.0,2.2512917986064953,0.0017827000482441232
chemicals,232,0.0026624740351400672,10.0,0.6418538861723947,0.0017089193062877492
ton,73,0.0008377612265742452,4.0,1.55814461804655,0.0013053531463947364
ros,38,0.00043609488506604534,1.0,2.9444389791664403,0.0012840547782035727
color,37,0.0004246187038800969,1.0,2.9444389791664403,0.0012502638629876895
dulux,36,0.0004131425226941483,1.0,2.9444389791664403,0.0012164729477718058
vanlancker,34,0.0003901901603222512,1.0,2.9444389791664403,0.001148891117340039
ecopremium,33,0.0003787139791363026,1.0,2.9444389791664403,0.0011151002021241555
roi,56,0.0006426661464131195,4.0,1.55814461804655,0.0010013667972343183
cradletograve,28,0.00032133307320655983,1.0,2.9444389791664403,0.000946145626044738
thierry,22,0.0002524759860908684,1.0,2.9444389791664403,0.0007434001347494369
bchner,22,0.0002524759860908684,1.0,2.9444389791664403,0.0007434001347494369
voc,28,0.00032133307320655983,2.0,2.2512917986064953,0.0007234145123309487
ppg,21,0.00024099980490491983,1.0,2.9444389791664403,0.0007096092195335534
egm,25,0.0002869045296487141,2.0,2.2512917986064953,0.0006459058145812041
sharematching,18,0.00020657126134707412,1.0,2.9444389791664403,0.0006082364738859029
hse,18,0.00020657126134707412,1.0,2.9444389791664403,0.0006082364738859029
ebit,54,0.0006197137840412225,8.0,0.8649974374866045,0.0005360508351707845
percent,85,0.0009754754008056279,11.0,0.5465437063680699,0.0005331399410271864
burgmans,14,0.00016066653660327991,1.0,2.9444389791664403,0.000473072813022369
elliott,14,0.00016066653660327991,1.0,2.9444389791664403,0.000473072813022369
kgton,14,0.00016066653660327991,1.0,2.9444389791664403,0.000473072813022369
ashington,14,0.00016066653660327991,1.0,2.9444389791664403,0.000473072813022369
chemistry,18,0.00020657126134707412,2.0,2.2512917986064953,0.0004650521864984669
powder,26,0.00029838071083466267,4.0,1.55814461804655,0.0004649202987159335
postretirement,53,0.0006082376028552738,9.0,0.7472144018302211,0.00045448389658815105
tons,34,0.0003901901603222512,6.0,1.1526795099383853,0.0004497642027830325
separation,71,0.000814808864202348,11.0,0.5465437063680699,0.00044532865662270867
jaski,13,0.00014919035541733133,1.0,2.9444389791664403,0.0004392818978064855
clark,13,0.00014919035541733133,1.0,2.9444389791664403,0.0004392818978064855
waterbased,12,0.00013771417423138276,1.0,2.9444389791664403,0.0004054909825906019
alps,12,0.00013771417423138276,1.0,2.9444389791664403,0.0004054909825906019
icipf,12,0.00013771417423138276,1.0,2.9444389791664403,0.0004054909825906019
ocf,12,0.00013771417423138276,1.0,2.9444389791664403,0.0004054909825906019
ethylene,12,0.00013771417423138276,1.0,2.9444389791664403,0.0004054909825906019
postcontract,12,0.00013771417423138276,1.0,2.9444389791664403,0.0004054909825906019
chemical,34,0.0003901901603222512,7.0,0.9985288301111273,0.0003896161243074507
marine,18,0.00020657126134707412,3.0,1.8458266904983307,0.00038129474768433557
l,193,0.002214902968888073,16.0,0.17185025692665923,0.00038063164427103565
cps,11,0.0001262379930454342,1.0,2.9444389791664403,0.00037170006737471847
grote,11,0.0001262379930454342,1.0,2.9444389791664403,0.00037170006737471847
tfs,11,0.0001262379930454342,1.0,2.9444389791664403,0.00037170006737471847
kilotons,11,0.0001262379930454342,1.0,2.9444389791664403,0.00037170006737471847
malys,11,0.0001262379930454342,1.0,2.9444389791664403,0.00037170006737471847
thomas,14,0.00016066653660327991,2.0,2.2512917986064953,0.00036170725616547437
vries,14,0.00016066653660327991,2.0,2.2512917986064953,0.00036170725616547437
ecoefficiency,23,0.000263952167276817,5.0,1.33500106673234,0.00035237642488086373
sue,10,0.00011476181185948564,1.0,2.9444389791664403,0.00033790915215883496
nox,13,0.00014919035541733133,2.0,2.2512917986064953,0.00033587102358222613
biobased,13,0.00014919035541733133,2.0,2.2512917986064953,0.00033587102358222613
downstream,18,0.00020657126134707412,4.0,1.55814461804655,0.00032186789911103084
speakup,18,0.00020657126134707412,4.0,1.55814461804655,0.00032186789911103084
substances,15,0.0001721427177892285,3.0,1.8458266904983307,0.00031774562307027975
apm,12,0.00013771417423138276,2.0,2.2512917986064953,0.00031003479099897795
sikkens,9,0.00010328563067353709,1.0,2.9444389791664403,0.0003041182369429515
nflor,9,0.00010328563067353709,1.0,2.9444389791664403,0.0003041182369429515
verwaayen,9,0.00010328563067353709,1.0,2.9444389791664403,0.0003041182369429515
kiloton,9,0.00010328563067353709,1.0,2.9444389791664403,0.0003041182369429515
kirby,9,0.00010328563067353709,1.0,2.9444389791664403,0.0003041182369429515
ici,9,0.00010328563067353709,1.0,2.9444389791664403,0.0003041182369429515
sweden,17,0.0001950950801611256,4.0,1.55814461804655,0.0003039863491604181
surface,17,0.0001950950801611256,4.0,1.55814461804655,0.0003039863491604181
castella,14,0.00016066653660327991,3.0,1.8458266904983307,0.0002965625815322611
david,14,0.00016066653660327991,3.0,1.8458266904983307,0.0002965625815322611
raw,83,0.0009525230384337306,14.0,0.3053816495511819,0.0002908830567123965
