word,count,tf,document_count,idf,tf-idf
heijmans,1205,0.013774262133924691,2.0,2.2512917986064953,0.03100988337396066
goverance,253,0.00289202350197755,2.0,2.2512917986064953,0.006510788791379294
appendices,261,0.0029834708854392907,3.0,1.8458266904983307,0.00550697019066853
infra,67,0.0007658718364920784,1.0,2.9444389791664403,0.0022550628884130623
nonresidential,67,0.0007658718364920784,2.0,2.2512917986064953,0.001724200984278311
recognised,174,0.00198898059029286,12.0,0.45953232937844013,0.0009140008837457829
hillen,25,0.0002857730733179397,1.0,2.9444389791664403,0.0008414413762735306
organisation,104,0.0011888159850026293,10.0,0.6418538861723947,0.000763046159917801
rosmalen,22,0.00025148030451978693,1.0,2.9444389791664403,0.000740468411120707
residential,118,0.0013488489060606756,11.0,0.5465437063680699,0.0007372048804489183
tender,40,0.0004572369173087035,4.0,1.55814461804655,0.0007124412418767518
subcontractors,39,0.0004458059943759858,4.0,1.55814461804655,0.0006946302108298328
homes,74,0.0008458882970211013,10.0,0.6418538861723947,0.0005429366907107428
majenburg,16,0.0001828947669234814,1.0,2.9444389791664403,0.0005385224808150596
innercity,19,0.00021718753572163416,2.0,2.2512917986064953,0.0004889525179296703
tenders,14,0.0001600329210580462,1.0,2.9444389791664403,0.000471207170713177
ik,13,0.00014860199812532864,1.0,2.9444389791664403,0.0004375495156622359
prorail,13,0.00014860199812532864,1.0,2.9444389791664403,0.0004375495156622359
programme,69,0.0007887336823575135,11.0,0.5465437063680699,0.00043107743009301137
janssen,20,0.00022861845865435176,3.0,1.8458266904983307,0.0004219900529247916
rivm,12,0.00013717107519261104,1.0,2.9444389791664403,0.00040389186061129466
depositary,54,0.0006172698383667497,10.0,0.6418538861723947,0.0003961970445727042
asphalt,18,0.00020575661278891661,3.0,1.8458266904983307,0.00037979104763231247
x,140,0.0016003292105804625,15.0,0.23638877806423034,0.0003782998665896099
knowhow,38,0.0004343750714432683,8.0,0.8649974374866045,0.0003757333237064879
newbuild,21,0.00024004938158706933,4.0,1.55814461804655,0.0003740316519852947
gelder,11,0.0001257401522598935,1.0,2.9444389791664403,0.00037023420556035356
agj,11,0.0001257401522598935,1.0,2.9444389791664403,0.00037023420556035356
ebitda,80,0.000914473834617407,13.0,0.3794896217049037,0.00034703332955799245
vof,10,0.00011430922932717588,1.0,2.9444389791664403,0.00033657655050941225
keulen,10,0.00011430922932717588,1.0,2.9444389791664403,0.00033657655050941225
snagging,10,0.00011430922932717588,1.0,2.9444389791664403,0.00033657655050941225
ppp,13,0.00014860199812532864,2.0,2.2512917986064953,0.00033454645963609017
realisation,33,0.0003772204567796804,8.0,0.8649974374866045,0.00032629472848195
grip,18,0.00020575661278891661,4.0,1.55814461804655,0.00032059855884453836
goorbergh,9,0.00010287830639445831,1.0,2.9444389791664403,0.0003029188954584711
heijmansnl,9,0.00010287830639445831,1.0,2.9444389791664403,0.0003029188954584711
pertains,9,0.00010287830639445831,1.0,2.9444389791664403,0.0003029188954584711
boumeester,9,0.00010287830639445831,1.0,2.9444389791664403,0.0003029188954584711
largescale,18,0.00020575661278891661,5.0,1.33500106673234,0.00027468529756043673
spatial,8,9.144738346174072e-05,1.0,2.9444389791664403,0.00026926124040752984
besense,8,9.144738346174072e-05,1.0,2.9444389791664403,0.00026926124040752984
investees,20,0.00022861845865435176,6.0,1.1526795099383853,0.0002635238128845672
timber,10,0.00011430922932717588,2.0,2.2512917986064953,0.0002573434304893001
spring,10,0.00011430922932717588,2.0,2.2512917986064953,0.0002573434304893001
syndicated,16,0.0001828947669234814,5.0,1.33500106673234,0.00024416470894261035
accidents,24,0.0002743421503852221,8.0,0.8649974374866045,0.0002373052570777818
realises,7,8.001646052902311e-05,1.0,2.9444389791664403,0.00023560358535658856
biggelaar,7,8.001646052902311e-05,1.0,2.9444389791664403,0.00023560358535658856
marginovervolume,7,8.001646052902311e-05,1.0,2.9444389791664403,0.00023560358535658856
multifunctional,9,0.00010287830639445831,2.0,2.2512917986064953,0.00023160908744037016
inspectorate,9,0.00010287830639445831,2.0,2.2512917986064953,0.00023160908744037016
renovation,13,0.00014860199812532864,4.0,1.55814461804655,0.0002315434036099443
longservice,15,0.0001714638439907638,5.0,1.33500106673234,0.00022890441463369718
front,34,0.000388651379712398,11.0,0.5465437063680699,0.0002124149655530781
realisable,16,0.0001828947669234814,6.0,1.1526795099383853,0.00021081905030765372
sap,8,9.144738346174072e-05,2.0,2.2512917986064953,0.00020587474439144013
mbo,8,9.144738346174072e-05,2.0,2.2512917986064953,0.00020587474439144013
gpr,8,9.144738346174072e-05,2.0,2.2512917986064953,0.00020587474439144013
noise,8,9.144738346174072e-05,2.0,2.2512917986064953,0.00020587474439144013
client,24,0.0002743421503852221,9.0,0.7472144018302211,0.0002049924057969103
yes,24,0.0002743421503852221,9.0,0.7472144018302211,0.0002049924057969103
dutch,103,0.0011773850620699115,16.0,0.17185025692665923,0.0002023339254183249
icke,6,6.858553759630552e-05,1.0,2.9444389791664403,0.00020194593030564733
wo,6,6.858553759630552e-05,1.0,2.9444389791664403,0.00020194593030564733
greenification,6,6.858553759630552e-05,1.0,2.9444389791664403,0.00020194593030564733
hbo,6,6.858553759630552e-05,1.0,2.9444389791664403,0.00020194593030564733
vca,6,6.858553759630552e-05,1.0,2.9444389791664403,0.00020194593030564733
hart,6,6.858553759630552e-05,1.0,2.9444389791664403,0.00020194593030564733
dossier,6,6.858553759630552e-05,1.0,2.9444389791664403,0.00020194593030564733
financiers,6,6.858553759630552e-05,1.0,2.9444389791664403,0.00020194593030564733
