word,count,tf,document_count,idf,tf-idf
corbion,488,0.018158139534883717,1.0,2.70805020110221,0.04917315341908384
biobased,91,0.003386046511627907,2.0,2.0149030205422647,0.006822555343975668
acid,50,0.0018604651162790694,2.0,2.0149030205422647,0.0037486567824042125
pla,48,0.001786046511627907,2.0,2.0149030205422647,0.003598710511108045
biochemicals,31,0.0011534883720930233,1.0,2.70805020110221,0.003123704418015573
lactic,27,0.0010046511627906977,1.0,2.70805020110221,0.0027206457834329178
lactide,19,0.0007069767441860466,1.0,2.70805020110221,0.0019145285142676092
ruiter,19,0.0007069767441860466,1.0,2.70805020110221,0.0019145285142676092
sugar,30,0.0011162790697674418,3.0,1.6094379124341003,0.0017965818557403909
purac,17,0.0006325581395348838,1.0,2.70805020110221,0.001712999196976282
kt,22,0.0008186046511627907,2.0,2.0149030205422647,0.0016494089842578538
cane,21,0.0007813953488372093,2.0,2.0149030205422647,0.0015744358486097696
emulsifiers,14,0.0005209302325581395,1.0,2.70805020110221,0.0014107052210392908
ingredients,49,0.0018232558139534886,7.0,0.7621400520468967,0.0013895762809413188
meat,13,0.0004837209302325581,1.0,2.70805020110221,0.0013099405623936272
stip,17,0.0006325581395348838,2.0,2.0149030205422647,0.0012745433060174327
ltip,25,0.0009302325581395347,4.0,1.3217558399823195,0.0012295403162626225
kloot,12,0.00044651162790697676,1.0,2.70805020110221,0.0012091759037479637
rhede,12,0.00044651162790697676,1.0,2.70805020110221,0.0012091759037479637
thailand,28,0.001041860465116279,5.0,1.0986122886681098,0.0011446007100542166
resourceefficient,15,0.0005581395348837209,2.0,2.0149030205422647,0.001124597034721264
succinic,10,0.00037209302325581393,1.0,2.70805020110221,0.0010076465864566361
ebitda,83,0.003088372093023256,11.0,0.31015492830383945,0.0009578738250872066
hoetmer,9,0.00033488372093023257,1.0,2.70805020110221,0.0009068819278109727
gdma,9,0.00033488372093023257,1.0,2.70805020110221,0.0009068819278109727
vrijsen,9,0.00033488372093023257,1.0,2.70805020110221,0.0009068819278109727
fdca,9,0.00033488372093023257,1.0,2.70805020110221,0.0009068819278109727
gypsumfree,9,0.00033488372093023257,1.0,2.70805020110221,0.0009068819278109727
byproducts,15,0.0005581395348837209,3.0,1.6094379124341003,0.0008982909278701954
noninterestbearing,11,0.00040930232558139535,2.0,2.0149030205422647,0.0008247044921289269
mfjp,8,0.0002976744186046512,1.0,2.70805020110221,0.0008061172691653091
equiv,8,0.0002976744186046512,1.0,2.70805020110221,0.0008061172691653091
depreciationamortization,8,0.0002976744186046512,1.0,2.70805020110221,0.0008061172691653091
gypsum,8,0.0002976744186046512,1.0,2.70805020110221,0.0008061172691653091
