word,count,tf,document_count,idf,tf-idf
postnl,1191,0.02124623151435146,3.0,1.6094379124341003,0.03419449049554941
parcels,163,0.0029077546069179584,1.0,2.70805020110221,0.007874345448020055
mail,298,0.0053160176249174955,5.0,1.0986122886681098,0.005840242289510619
sorting,87,0.0015519917227108124,1.0,2.70805020110221,0.004202871496795981
postal,116,0.0020693222969477496,4.0,1.3217558399823195,0.0027351388307963157
postcon,49,0.0008741102806072389,1.0,2.70805020110221,0.0023671345211839427
nexive,46,0.0008205933246516938,1.0,2.70805020110221,0.0022222079178461506
deliverers,45,0.0008027543393331787,1.0,2.70805020110221,0.0021738990500668864
parcel,82,0.0014627967961182368,4.0,1.3217558399823195,0.0019334602079767059
verhagen,31,0.0005530085448739676,1.0,2.70805020110221,0.0014975749011571884
spring,33,0.0005886865155109978,2.0,2.0149030205422647,0.0011861462382556102
acm,30,0.0005351695595554526,2.0,2.0149030205422647,0.0010783147620505547
berendsen,21,0.0003746186916888168,1.0,2.70805020110221,0.0010144862233645471
logistic,34,0.0006065255008295129,3.0,1.6094379124341003,0.0009761651358930983
sandd,20,0.00035677970637030165,1.0,2.70805020110221,0.0009661773555852828
centres,59,0.00105250013379239,6.0,0.9162907318741551,0.0009643961178902752
vans,26,0.00046381361828139216,2.0,2.0149030205422647,0.000934539460443814
nox,23,0.0004102966623258469,2.0,2.0149030205422647,0.0008267079842387585
bos,17,0.00030326275041475643,1.0,2.70805020110221,0.0008212507522474905
wallage,17,0.00030326275041475643,1.0,2.70805020110221,0.0008212507522474905
benelux,41,0.0007313983980591184,5.0,1.0986122886681098,0.0008035232680199172
labour,59,0.00105250013379239,7.0,0.7621400520468967,0.0008021525067478979
deliverer,16,0.00028542376509624133,1.0,2.70805020110221,0.0007729418844682263
emissionfree,16,0.00028542376509624133,1.0,2.70805020110221,0.0007729418844682263
recognised,84,0.001498474766755267,9.0,0.5108256237659907,0.0007654593074253567
nooitgedagt,15,0.00026758477977772624,1.0,2.70805020110221,0.0007246330166889621
herna,15,0.00026758477977772624,1.0,2.70805020110221,0.0007246330166889621
pnl,14,0.0002497457944592112,1.0,2.70805020110221,0.0006763241489096981
nonfinancial,166,0.002961271562873504,12.0,0.22314355131420976,0.0006607886529453739
pm,27,0.0004816526035999073,4.0,1.3217558399823195,0.0006366271416508667
tnt,22,0.00039245767700733184,3.0,1.6094379124341003,0.0006316362644014165
lastmile,17,0.00030326275041475643,2.0,2.0149030205422647,0.0006110450318286476
ecommerce,64,0.0011416950603849653,9.0,0.5108256237659907,0.0005832070913717003
menssen,12,0.00021406782382218101,1.0,2.70805020110221,0.0005797064133511697
chapter,225,0.0040137716966658936,13.0,0.14310084364067324,0.0005743741159739458
driving,220,0.0039245767700733175,13.0,0.14310084364067324,0.0005616102467300802
appendix,40,0.0007135594127406032,7.0,0.7621400520468967,0.0005438322079646764
trucks,40,0.0007135594127406032,7.0,0.7621400520468967,0.0005438322079646764
smp,11,0.00019622883850366592,1.0,2.70805020110221,0.0005313975455719055
logistics,58,0.0010346611484738748,9.0,0.5108256237659907,0.0005285314265556034
etailers,10,0.00017838985318515083,1.0,2.70805020110221,0.0004830886777926414
whistl,10,0.00017838985318515083,1.0,2.70805020110221,0.0004830886777926414
grkm,10,0.00017838985318515083,1.0,2.70805020110221,0.0004830886777926414
timecritical,10,0.00017838985318515083,1.0,2.70805020110221,0.0004830886777926414
eurobonds,16,0.00028542376509624133,3.0,1.6094379124341003,0.00045937182865557567
income,358,0.0063863567440284,14.0,0.06899287148695142,0.0004406130901105769
organisation,32,0.0005708475301924827,7.0,0.7621400520468967,0.0004350657663717412
ktcoe,9,0.0001605508678666357,1.0,2.70805020110221,0.00043477981001337717
cbb,9,0.0001605508678666357,1.0,2.70805020110221,0.00043477981001337717
routes,11,0.00019622883850366592,2.0,2.0149030205422647,0.0003953820794185367
blok,11,0.00019622883850366592,2.0,2.0149030205422647,0.0003953820794185367
jongerius,8,0.00014271188254812067,1.0,2.70805020110221,0.00038647094223411314
tgn,8,0.00014271188254812067,1.0,2.70805020110221,0.00038647094223411314
rvekamp,8,0.00014271188254812067,1.0,2.70805020110221,0.00038647094223411314
receivers,8,0.00014271188254812067,1.0,2.70805020110221,0.00038647094223411314
stamp,8,0.00014271188254812067,1.0,2.70805020110221,0.00038647094223411314
senders,8,0.00014271188254812067,1.0,2.70805020110221,0.00038647094223411314
ecargo,8,0.00014271188254812067,1.0,2.70805020110221,0.00038647094223411314
supervisory,312,0.005565763419376707,14.0,0.06899287148695142,0.0003839980003198324
accidents,28,0.0004994915889184223,7.0,0.7621400520468967,0.0003806825455752735
hague,23,0.0004102966623258469,6.0,0.9162907318741551,0.0003759510290080733
stamps,10,0.00017838985318515083,2.0,2.0149030205422647,0.0003594382540168515
coding,10,0.00017838985318515083,2.0,2.0149030205422647,0.0003594382540168515
jvsassociates,7,0.00012487289722960557,1.0,2.70805020110221,0.000338162074454849
congestion,7,0.00012487289722960557,1.0,2.70805020110221,0.000338162074454849
dues,7,0.00012487289722960557,1.0,2.70805020110221,0.000338162074454849
gri,36,0.0006422034714665428,9.0,0.5108256237659907,0.00032805398889658135
headcount,20,0.00035677970637030165,6.0,0.9162907318741551,0.0003269139382678899
engel,9,0.0001605508678666357,2.0,2.0149030205422647,0.0003234944286151663
amx,11,0.00019622883850366592,3.0,1.6094379124341003,0.00031581813220070827
fleet,13,0.00023190680914069608,4.0,1.3217558399823195,0.0003065241793133802
convenient,13,0.00023190680914069608,4.0,1.3217558399823195,0.0003065241793133802
