word,count,tf,document_count,idf,tf-idf
mn,117,0.01147058823529412,1.0,2.3978952727983707,0.027505269305628376
levensloop,102,0.01,1.0,2.3978952727983707,0.023978952727983706
beheerder,63,0.006176470588235294,2.0,1.7047480922384253,0.010529326452060861
subfondsen,33,0.003235294117647059,1.0,2.3978952727983707,0.007757896470818258
fonds,201,0.019705882352941174,8.0,0.3184537311185346,0.006275411760277004
fondsvermogen,21,0.002058823529411765,1.0,2.3978952727983707,0.004936843208702528
platina,17,0.0016666666666666668,1.0,2.3978952727983707,0.003996492121330618
brons,17,0.0016666666666666668,1.0,2.3978952727983707,0.003996492121330618
levensloopregeling,15,0.0014705882352941176,1.0,2.3978952727983707,0.003526316577644663
bewaarder,14,0.0013725490196078432,1.0,2.3978952727983707,0.003291228805801685
beleggingen,54,0.005294117647058822,6.0,0.6061358035703155,0.0032089542541957872
fondsenbeheer,13,0.0012745098039215687,1.0,2.3978952727983707,0.003056141033958708
goud,17,0.0016666666666666668,2.0,1.7047480922384253,0.0028412468203973754
zilver,17,0.0016666666666666668,2.0,1.7047480922384253,0.0028412468203973754
bewaarkosten,12,0.001176470588235294,1.0,2.3978952727983707,0.0028210532621157297
omloopfactor,10,0.0009803921568627449,1.0,2.3978952727983707,0.002350877718429775
vrijgesteld,9,0.0008823529411764707,1.0,2.3978952727983707,0.002115789946586798
fund,21,0.002058823529411765,4.0,1.0116009116784799,0.002082707759338047
beleggingsfondsen,19,0.001862745098039216,4.0,1.0116009116784799,0.0018843546394010902
staal,8,0.000784313725490196,1.0,2.3978952727983707,0.00188070217474382
participaties,31,0.0030392156862745104,6.0,0.6061358035703155,0.0018421774422235082
vastrentende,11,0.0010784313725490195,2.0,1.7047480922384253,0.0018384538249630075
beheerkosten,18,0.0017647058823529415,4.0,1.0116009116784799,0.0017851780794326119
belegging,13,0.0012745098039215687,3.0,1.2992829841302609,0.0016559489013424895
begunstigden,7,0.0006862745098039216,1.0,2.3978952727983707,0.0016456144029008426
prospectus,7,0.0006862745098039216,1.0,2.3978952727983707,0.0016456144029008426
kostenfactor,7,0.0006862745098039216,1.0,2.3978952727983707,0.0016456144029008426
geldmarktinstrumenten,9,0.0008823529411764707,2.0,1.7047480922384253,0.0015041894931515519
blackrock,9,0.0008823529411764707,2.0,1.7047480922384253,0.0015041894931515519
intrinsieke,9,0.0008823529411764707,2.0,1.7047480922384253,0.0015041894931515519
risico,48,0.004705882352941176,8.0,0.3184537311185346,0.0014986057934989862
bgfo,6,0.000588235294117647,1.0,2.3978952727983707,0.0014105266310578649
tegenpartijbeleid,6,0.000588235294117647,1.0,2.3978952727983707,0.0014105266310578649
beloningscijfers,6,0.000588235294117647,1.0,2.3978952727983707,0.0014105266310578649
institutional,8,0.000784313725490196,2.0,1.7047480922384253,0.0013370573272458238
hsbc,8,0.000784313725490196,2.0,1.7047480922384253,0.0013370573272458238
liquidity,8,0.000784313725490196,2.0,1.7047480922384253,0.0013370573272458238
short,8,0.000784313725490196,2.0,1.7047480922384253,0.0013370573272458238
deposito,17,0.0016666666666666668,5.0,0.7884573603642703,0.0013140956006071171
waardeveranderingen,10,0.0009803921568627449,3.0,1.2992829841302609,0.00127380684718653
wft,10,0.0009803921568627449,3.0,1.2992829841302609,0.00127380684718653
hierna,20,0.0019607843137254897,6.0,0.6061358035703155,0.0011885015756280693
beatrixlaan,5,0.0004901960784313724,1.0,2.3978952727983707,0.0011754388592148874
loonsom,5,0.0004901960784313724,1.0,2.3978952727983707,0.0011754388592148874
ongerealiseerde,5,0.0004901960784313724,1.0,2.3978952727983707,0.0011754388592148874
prinses,5,0.0004901960784313724,1.0,2.3978952727983707,0.0011754388592148874
ultra,7,0.0006862745098039216,2.0,1.7047480922384253,0.0011699251613400958
tegenpartijrisico,7,0.0006862745098039216,2.0,1.7047480922384253,0.0011699251613400958
omzetting,7,0.0006862745098039216,2.0,1.7047480922384253,0.0011699251613400958
omgezet,8,0.000784313725490196,3.0,1.2992829841302609,0.0010190454777492242
rating,13,0.0012745098039215687,5.0,0.7884573603642703,0.0010048966357583838
belegd,13,0.0012745098039215687,5.0,0.7884573603642703,0.0010048966357583838
beleggingsbeleid,6,0.000588235294117647,2.0,1.7047480922384253,0.0010027929954343677
services,104,0.01019607843137255,10.0,0.09531017980432493,0.000971790068593117
gem,4,0.000392156862745098,1.0,2.3978952727983707,0.00094035108737191
levenslooptegoed,4,0.000392156862745098,1.0,2.3978952727983707,0.00094035108737191
waarderingsdag,4,0.000392156862745098,1.0,2.3978952727983707,0.00094035108737191
cartigny,4,0.000392156862745098,1.0,2.3978952727983707,0.00094035108737191
koersschommelingen,4,0.000392156862745098,1.0,2.3978952727983707,0.00094035108737191
schommeling,4,0.000392156862745098,1.0,2.3978952727983707,0.00094035108737191
levenslooprekening,4,0.000392156862745098,1.0,2.3978952727983707,0.00094035108737191
